"","transactionid","commitdate","ns","nm","nf","entropy","la","ld","lt","fix","ndev","pd","npt","exp","rexp","sexp","bug"
"2200",2200,"2010-06-15 14:06:43",15,1,2,0.309543429150325,0.461538461538462,0,273,0,15,1,0.154771714575163,15,1,0.309543429150325,0
"2201",2201,"2010-05-18 15:45:07",15,1,2,0.577289902174776,0.947916666666667,0,192,0,15,1,0.288644951087388,15,1,0.577289902174776,0
"2202",2202,"2009-09-14 13:39:32",9,1,1,0,0.0127314814814815,0.00231481481481481,864,0,9,1,0,9,1,0,1
"2203",2203,"2008-03-17 13:28:06",8,1,1,0,0.0183553597650514,0.0117474302496329,1362,1,8,1,0,8,1,0,0
"2204",2204,"2011-03-08 11:16:11",9,1,1,0,0.0119760479041916,0.0119760479041916,167,0,9,1,0,9,1,0,0
"2205",2205,"2011-06-15 13:18:42",13,2,8,2.93626002753153,0.00307091010608599,0.00307091010608599,3582,0,13,2,0.367032503441441,13,2,2.93626002753153,0
"2206",2206,"2013-01-28 17:02:34",0,0,1,0,0.000650195058517555,0.000650195058517555,1538,0,0,0,0,0,0,0,0
"2207",2207,"2013-01-25 14:35:18",17,2,3,0.299302690414524,0.103630363036304,0.0858085808580858,1515,0,17,2,0.0997675634715081,17,2,0.299302690414524,0
"2208",2208,"2015-10-12 16:30:07",5,1,1,0,0.0212765957446809,0,47,0,5,1,0,5,1,0,0
"2209",2209,"2006-10-05 10:13:23",8,1,1,0,0.0119047619047619,0.0119047619047619,84,0,8,1,0,8,1,0,0
"2210",2210,"2013-12-05 08:55:56",18,2,10,2.1848482425439,0.0238095238095238,0.00307881773399015,4872,0,18,2,0.21848482425439,18,2,2.1848482425439,1
"2211",2211,"2007-02-26 15:03:24",7,1,1,0,0.00279329608938547,0.00139664804469274,716,0,7,1,0,7,1,0,0
"2212",2212,"2006-03-03 22:54:52",9,1,2,1,0.00376647834274953,0.00376647834274953,531,0,9,1,0.5,9,1,1,0
"2213",2213,"2016-03-15 11:48:16",52,6,19,2.80171987535245,0.10652557319224,0.0209288653733098,8505,0,52,6,0.147458940808024,52,6,2.80171987535245,0
"2214",2214,"2006-01-18 09:10:49",9,1,1,0,0.529661016949153,0.0656779661016949,472,0,9,1,0,9,1,0,1
"2215",2215,"2012-08-03 10:01:44",5,1,1,0,0.162162162162162,0,37,1,5,1,0,5,1,0,0
"2216",2216,"2010-08-10 02:15:55",26,23,27,4.51531953111478,0.0057929036929761,0.0057929036929761,5524,0,26,23,0.167234056707955,26,23,4.51531953111478,0
"2217",2217,"2008-09-22 19:50:04",8,1,2,0.927526588431676,0.0987124463519313,0.0515021459227468,233,0,8,1,0.463763294215838,8,1,0.927526588431676,0
"2218",2218,"2013-12-09 16:59:26",8,1,1,0,0.018450184501845,0,271,0,8,1,0,8,1,0,0
"2219",2219,"2019-07-15 07:12:27",10,2,3,1.12211367710911,0.00401123144805455,0.00320898515844364,2493,0,10,2,0.374037892369703,10,2,1.12211367710911,0
"2220",2220,"2013-02-05 18:30:33",9,1,1,0,0.0717299578059072,0.0464135021097046,237,0,9,1,0,9,1,0,0
"2221",2221,"2015-02-19 19:43:11",18,1,7,2.23483755154354,0.0508333333333333,0.261666666666667,1200,0,18,1,0.319262507363362,18,1,2.23483755154354,0
"2222",2222,"2010-03-01 16:33:49",1,1,1,0,0.0331491712707182,0.00552486187845304,181,0,1,1,0,1,1,0,0
"2223",2223,"2010-06-16 10:12:23",9,1,1,0,0.00429184549356223,0.00429184549356223,466,0,9,1,0,9,1,0,0
"2224",2224,"2010-11-08 10:47:23",16,1,3,1.18989974304084,0.491089108910891,0.0732673267326733,505,0,16,1,0.396633247680279,16,1,1.18989974304084,0
"2225",2225,"2010-08-31 07:30:13",8,1,2,0.91829583405449,0.00424328147100424,0.00424328147100424,707,1,8,1,0.459147917027245,8,1,0.91829583405449,0
"2226",2226,"2011-02-04 13:10:27",5,1,2,0.66657835799492,0.0297619047619048,0.00446428571428571,672,0,5,1,0.33328917899746,5,1,0.66657835799492,1
"2227",2227,"2009-02-04 15:19:56",19,1,7,2.55164968919408,0.0290574060949681,0.0127569099929128,1411,0,19,1,0.364521384170583,19,1,2.55164968919408,0
"2228",2228,"2015-06-23 11:25:13",17,2,2,0.74959525725948,0.103723404255319,0.00797872340425532,376,1,17,2,0.37479762862974,17,2,0.74959525725948,0
"2229",2229,"2016-07-26 16:56:02",8,1,1,0,0.00955690703735882,0.00434404865334492,1151,1,8,1,0,8,1,0,0
"2230",2230,"2006-06-09 06:41:37",7,1,1,0,0.00495867768595041,0.00165289256198347,605,1,7,1,0,7,1,0,0
"2231",2231,"2014-03-07 16:14:23",9,1,2,0.863120568566631,0.0043525571273123,0.00326441784548422,919,0,9,1,0.431560284283315,9,1,0.863120568566631,0
"2232",2232,"2013-06-03 21:12:44",10,1,2,0.430551867010439,0.0217765042979943,0.0171919770773639,1745,1,10,1,0.21527593350522,10,1,0.430551867010439,0
"2233",2233,"2009-01-30 11:57:06",16,1,4,1.30037426651046,0.0368763557483731,0.00867678958785249,1844,0,16,1,0.325093566627615,16,1,1.30037426651046,0
"2234",2234,"2012-06-26 22:20:51",16,1,2,0.31885541852101,0.0346447445684087,0.000880798590722255,3406,1,16,1,0.159427709260505,16,1,0.31885541852101,0
"2235",2235,"2010-07-14 15:51:37",10,1,4,1.21020026563753,0.0522292993630573,0.00849256900212314,2355,0,10,1,0.302550066409384,10,1,1.21020026563753,1
"2236",2236,"2017-04-21 10:51:35",19,1,7,2.52404650671668,0.0819552529182879,0.00340466926070039,4112,0,19,1,0.360578072388097,19,1,2.52404650671668,0
"2237",2237,"2014-01-23 22:38:56",14,1,2,0.619382194678764,0.0462555066079295,0.039647577092511,454,0,14,1,0.309691097339382,14,1,0.619382194678764,0
"2238",2238,"2006-03-31 13:59:52",4,1,1,0,0.147368421052632,0.0210526315789474,95,0,4,1,0,4,1,0,1
"2239",2239,"2011-08-19 15:34:31",18,1,5,1.77365905350943,0.01246660730187,0.006233303650935,4492,0,18,1,0.354731810701885,18,1,1.77365905350943,1
"2240",2240,"2015-01-09 11:51:16",8,1,1,0,0.00980392156862745,0.00326797385620915,306,0,8,1,0,8,1,0,0
"2241",2241,"2010-07-21 17:09:33",18,1,16,3.11040862567233,0.0805871779508688,0.0140802875973637,6676,0,18,1,0.194400539104521,18,1,3.11040862567233,0
"2242",2242,"2011-12-23 10:48:38",17,2,2,0.619382194678764,0.032590051457976,0.0120068610634648,583,1,17,2,0.309691097339382,17,2,0.619382194678764,0
"2243",2243,"2014-04-29 15:17:17",18,2,3,0.884183719779189,0.0031201248049922,0.00208008320332813,3846,0,18,2,0.294727906593063,18,2,0.884183719779189,0
"2244",2244,"2013-06-12 22:10:34",16,1,3,0.753907760238106,0.0349483717235902,0.00238284352660842,1259,1,16,1,0.251302586746035,16,1,0.753907760238106,1
"2245",2245,"2005-12-19 12:22:09",12,1,21,3.46726598746039,0.12797281993205,0.0311438278595697,3532,0,12,1,0.16510790416478,12,1,3.46726598746039,0
"2246",2246,"2006-06-20 07:39:42",8,1,1,0,0.0300751879699248,0.0075187969924812,133,0,8,1,0,8,1,0,0
"2247",2247,"2006-01-04 16:49:43",8,1,1,0,0.0705882352941176,0.0235294117647059,170,0,8,1,0,8,1,0,0
"2248",2248,"2016-07-05 20:27:02",15,2,2,0.624979692029689,0.0109356014580802,0.152490886998785,1646,0,15,2,0.312489846014844,15,2,0.624979692029689,0
"2249",2249,"2014-12-05 15:04:11",8,1,1,0,0.0045662100456621,0.0045662100456621,219,0,8,1,0,8,1,0,0
"2250",2250,"2016-02-04 17:16:33",19,2,2,0.91829583405449,0.0141206675224647,0.00513478818998716,779,0,19,2,0.459147917027245,19,2,0.91829583405449,0
"2251",2251,"2012-04-13 23:50:47",8,1,1,0,0.00558659217877095,0,179,0,8,1,0,8,1,0,0
"2252",2252,"2013-02-08 15:30:53",2,2,3,1.43156028428332,0.0159235668789809,0.00884642604387827,2826,0,2,2,0.477186761427772,2,2,1.43156028428332,0
"2253",2253,"2015-06-29 08:34:50",6,1,3,1.19685500941523,0.353421859039837,0.076608784473953,979,0,6,1,0.398951669805076,6,1,1.19685500941523,0
"2254",2254,"2014-10-20 19:06:21",9,1,1,0,0.021978021978022,0.0164835164835165,910,1,9,1,0,9,1,0,0
"2255",2255,"2006-07-24 06:51:41",8,1,1,0,0.0574712643678161,0.0114942528735632,87,1,8,1,0,8,1,0,0
"2256",2256,"2007-12-13 10:41:16",9,1,1,0,0,0.0133333333333333,75,0,9,1,0,9,1,0,0
"2257",2257,"2015-02-16 18:50:24",9,1,8,2.32926139298947,0.019969512195122,0.0140243902439024,6560,0,9,1,0.291157674123684,9,1,2.32926139298947,0
"2258",2258,"2013-02-01 14:57:45",1,1,2,1,0.00113058224985868,0,1769,1,1,1,0.5,1,1,1,0
"2259",2259,"2015-09-18 16:40:38",15,1,3,1.3844315043406,0.303108808290155,0.0077720207253886,386,0,15,1,0.461477168113533,15,1,1.3844315043406,0
"2260",2260,"2014-05-12 15:23:42",9,1,1,0,0.0489089541008277,0.0421369450714823,1329,0,9,1,0,9,1,0,0
"2261",2261,"2013-11-11 11:40:07",36,4,7,2.55641918932274,0.0482420278004906,0.017988552739166,2446,0,36,4,0.365202741331819,36,4,2.55641918932274,0
"2262",2262,"2009-06-10 14:59:02",16,1,2,0.281193796432043,0.0133614627285513,0.0154711673699015,1422,0,16,1,0.140596898216021,16,1,0.281193796432043,0
"2263",2263,"2008-12-02 23:59:11",9,1,1,0,0.0442105263157895,0.04,475,0,9,1,0,9,1,0,0
"2264",2264,"2008-03-19 15:26:18",9,1,1,0,0.00636942675159236,0.00636942675159236,157,0,9,1,0,9,1,0,0
"2265",2265,"2017-02-02 07:05:28",20,1,2,0.954434002924965,0.0278343516632722,0.00475220638153428,1473,0,20,1,0.477217001462482,20,1,0.954434002924965,0
"2266",2266,"2006-03-29 17:52:01",9,1,2,0.811278124459133,0.0134228187919463,0,298,0,9,1,0.405639062229566,9,1,0.811278124459133,0
"2267",2267,"2012-08-14 07:38:27",7,1,1,0,0,0.000383141762452107,2610,0,7,1,0,7,1,0,0
"2268",2268,"2013-01-15 10:03:18",1,1,2,1,0.0012453300124533,0.0012453300124533,1606,0,1,1,0.5,1,1,1,0
"2269",2269,"2015-06-17 14:23:08",19,2,3,1.27326968951511,0.0829959514170041,0.0182186234817814,494,0,19,2,0.424423229838369,19,2,1.27326968951511,0
"2270",2270,"2006-03-16 04:47:34",9,1,1,0,0.215189873417722,0.0443037974683544,158,0,9,1,0,9,1,0,0
"2271",2271,"2019-04-05 13:39:41",8,1,1,0,0.00395256916996047,0.00395256916996047,253,0,8,1,0,8,1,0,0
"2272",2272,"2009-09-09 07:06:11",8,1,1,0,0.0759493670886076,0.0253164556962025,79,1,8,1,0,8,1,0,1
"2273",2273,"2008-04-07 15:48:53",35,1,27,3.58481968287255,0.124193000339789,0.0368671423717295,5886,1,35,1,0.13277109936565,35,1,3.58481968287255,1
"2274",2274,"2008-09-04 13:34:39",10,1,3,1.47372266146676,0.1499176276771,0.00658978583196046,607,0,10,1,0.491240887155587,10,1,1.47372266146676,1
"2275",2275,"2016-07-19 11:30:32",16,2,2,0.437545633680455,0.0818872017353579,0.00216919739696312,1844,0,16,2,0.218772816840227,16,2,0.437545633680455,0
"2276",2276,"2012-04-09 13:50:50",0,0,1,0,0.956521739130435,0,23,0,0,0,0,0,0,0,0
"2277",2277,"2007-10-18 04:10:37",10,1,1,0,0.0507936507936508,0.00634920634920635,315,0,10,1,0,10,1,0,1
"2278",2278,"2013-07-23 14:51:00",4,1,1,0,1,0,20,0,4,1,0,4,1,0,0
"2279",2279,"2016-07-20 12:36:41",28,3,75,5.96603326776533,0.662899704635932,0.00269680236291255,15574,0,28,3,0.079547110236871,28,3,5.96603326776533,1
"2280",2280,"2008-03-18 07:15:45",9,1,1,0,0,0.0176544766708701,793,0,9,1,0,9,1,0,0
"2281",2281,"2017-06-13 10:11:07",15,1,4,1.53905317263845,0.0443349753694581,0.0541871921182266,609,1,15,1,0.384763293159612,15,1,1.53905317263845,0
"2282",2282,"2011-11-28 23:20:07",9,1,1,0,0.00148367952522255,0,2696,1,9,1,0,9,1,0,0
"2283",2283,"2007-06-07 16:15:29",8,1,2,0.363046453619172,0.0378238341968912,0.0295336787564767,1930,0,8,1,0.181523226809586,8,1,0.363046453619172,0
"2284",2284,"2009-01-09 09:48:35",1,1,1,0,0.0155038759689922,0,129,0,1,1,0,1,1,0,0
"2285",2285,"2011-03-21 12:20:11",8,1,1,0,0.000783699059561128,0.000783699059561128,1276,1,8,1,0,8,1,0,0
"2286",2286,"2008-03-12 12:23:27",5,1,2,0.362051251733998,0.132075471698113,0.00471698113207547,212,0,5,1,0.181025625866999,5,1,0.362051251733998,0
"2287",2287,"2006-07-13 16:05:39",3,1,4,1.47782074458581,0.981651376146789,0.981651376146789,109,0,3,1,0.369455186146452,3,1,1.47782074458581,0
"2288",2288,"2015-07-09 10:30:20",26,3,3,1.30209613867494,0.0138218516893374,0.00394910048266784,4558,1,26,3,0.434032046224979,26,3,1.30209613867494,0
"2289",2289,"2008-09-15 12:15:24",16,2,4,1.64307418942857,0.0930735930735931,0.0151515151515152,462,0,16,2,0.410768547357142,16,2,1.64307418942857,1
"2290",2290,"2009-08-03 13:48:17",8,1,1,0,0.0103092783505155,0.0103092783505155,97,0,8,1,0,8,1,0,0
"2291",2291,"2006-07-04 13:44:20",6,1,1,0,0.113372093023256,0.0697674418604651,344,0,6,1,0,6,1,0,0
"2292",2292,"2015-07-10 09:38:22",9,1,1,0,0.0179640718562874,0.0179640718562874,167,0,9,1,0,9,1,0,0
"2293",2293,"2015-11-29 10:05:27",8,1,3,1.20917599764073,0.0164260826281732,0.00248880039820806,2009,0,8,1,0.403058665880244,8,1,1.20917599764073,0
"2294",2294,"2005-12-28 20:36:11",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"2295",2295,"2006-04-27 22:10:19",1,1,2,0.708835673332196,0,0,0,0,1,1,0.354417836666098,1,1,0.708835673332196,0
"2296",2296,"2006-04-03 14:23:51",9,1,1,0,0.00914634146341463,0.00304878048780488,328,1,9,1,0,9,1,0,0
"2297",2297,"2006-11-07 19:10:01",9,1,3,1.0963091976523,0.294117647058824,0,595,1,9,1,0.365436399217432,9,1,1.0963091976523,1
"2298",2298,"2006-02-27 11:34:47",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"2299",2299,"2013-03-15 19:15:51",10,1,1,0,0.0106382978723404,0.00531914893617021,188,1,10,1,0,10,1,0,0
"2300",2300,"2010-06-25 12:23:07",9,1,1,0,0.0264550264550265,0,189,1,9,1,0,9,1,0,0
"2301",2301,"2011-10-11 15:59:20",15,2,11,2.61202755116482,0,0.0467879688080208,2693,0,15,2,0.237457050105893,15,2,2.61202755116482,0
"2302",2302,"2017-12-21 07:18:05",9,1,1,0,0,0.00539083557951483,371,0,9,1,0,9,1,0,0
"2303",2303,"2006-01-11 08:39:23",1,1,1,0,0.00558659217877095,0,358,0,1,1,0,1,1,0,1
"2304",2304,"2010-09-13 20:45:35",4,1,1,0,0.00158227848101266,0.00158227848101266,632,1,4,1,0,4,1,0,0
"2305",2305,"2010-02-06 05:13:21",14,1,5,1.69447836722532,0.0826237779880164,0.0170293282876064,3171,0,14,1,0.338895673445065,14,1,1.69447836722532,1
"2306",2306,"2009-07-31 07:26:56",8,1,1,0,0.0740740740740741,0,108,0,8,1,0,8,1,0,0
"2307",2307,"2012-07-04 09:56:41",10,1,5,1.73563112141601,0.417543859649123,0.282456140350877,570,0,10,1,0.347126224283201,10,1,1.73563112141601,0
"2308",2308,"2007-03-08 18:30:57",6,1,41,1.37338469917663,0.923029556650246,0.147167487684729,1624,0,6,1,0.0334971877847958,6,1,1.37338469917663,0
"2309",2309,"2009-01-27 10:42:35",19,1,4,1.55831383570092,0.174743024963289,0,1362,1,19,1,0.38957845892523,19,1,1.55831383570092,1
"2310",2310,"2012-08-10 14:44:36",13,1,2,0.413816850303634,0.145614035087719,0.00175438596491228,1710,0,13,1,0.206908425151817,13,1,0.413816850303634,0
"2311",2311,"2009-08-18 11:13:08",19,1,6,1.51584141591088,0.0843660629170639,0.00953288846520496,2098,0,19,1,0.252640235985147,19,1,1.51584141591088,1
"2312",2312,"2006-10-19 14:57:31",17,1,3,1.16608706010639,0.0168650793650794,0,1008,0,17,1,0.388695686702131,17,1,1.16608706010639,1
"2313",2313,"2012-11-13 09:31:37",10,1,7,1.98596798293432,0.00188902007083825,0.23211334120425,4235,0,10,1,0.28370971184776,10,1,1.98596798293432,0
"2314",2314,"2006-02-02 07:47:16",8,1,1,0,0.0294736842105263,0.00631578947368421,475,0,8,1,0,8,1,0,0
"2315",2315,"2017-01-12 11:52:48",9,1,3,0.83048097716499,0.0391791044776119,0.0690298507462687,536,0,9,1,0.27682699238833,9,1,0.83048097716499,0
"2316",2316,"2013-10-08 13:27:32",4,1,2,0.721928094887362,0.00584795321637427,0,855,0,4,1,0.360964047443681,4,1,0.721928094887362,0
"2317",2317,"2011-08-05 15:05:47",8,1,1,0,0.995073891625616,0,203,0,8,1,0,8,1,0,0
"2318",2318,"2009-12-17 16:18:46",19,1,3,1.07684321622509,0.0856423173803526,0,397,0,19,1,0.358947738741696,19,1,1.07684321622509,1
"2319",2319,"2011-12-01 19:15:16",8,1,1,0,0.004739336492891,0.004739336492891,211,0,8,1,0,8,1,0,0
"2320",2320,"2006-02-18 02:29:42",0,0,1,0,0.0106382978723404,0.0106382978723404,188,0,0,0,0,0,0,0,0
"2321",2321,"2007-02-20 13:20:40",9,1,1,0,0.0102249488752556,0.0102249488752556,489,0,9,1,0,9,1,0,1
"2322",2322,"2010-10-12 13:29:37",19,2,3,1.38309999118933,0.00991189427312775,0.00881057268722467,908,0,19,2,0.461033330396445,19,2,1.38309999118933,0
"2323",2323,"2012-08-28 12:19:07",9,1,3,1.06668692544317,0.152815013404826,0.0482573726541555,373,0,9,1,0.355562308481058,9,1,1.06668692544317,0
"2324",2324,"2015-11-22 19:56:27",0,0,1,0,0.00303030303030303,0.00303030303030303,1650,0,0,0,0,0,0,0,0
"2325",2325,"2014-02-18 11:30:25",10,1,1,0,0.0217391304347826,0.0108695652173913,92,0,10,1,0,10,1,0,0
"2326",2326,"2007-10-26 18:00:14",12,1,2,0.738284866143451,0.0164670658682635,0.00149700598802395,1336,0,12,1,0.369142433071725,12,1,0.738284866143451,0
"2327",2327,"2006-07-01 18:37:22",8,1,6,0.566509506552905,0.0078740157480315,0.0393700787401575,635,0,8,1,0.0944182510921509,8,1,0.566509506552905,0
"2328",2328,"2009-01-14 13:45:17",14,1,2,1,0.000975134080936129,0.000975134080936129,2051,0,14,1,0.5,14,1,1,0
"2329",2329,"2012-02-17 16:57:35",22,3,22,3.8256895551397,0.14530437442643,0.130926888956868,3269,1,22,3,0.173894979779077,22,3,3.8256895551397,0
"2330",2330,"2006-07-14 03:25:03",8,1,1,0,0.00888888888888889,0,225,0,8,1,0,8,1,0,0
"2331",2331,"2012-03-05 22:08:51",15,1,4,1.36137392533373,0.091533180778032,0.028604118993135,3496,1,15,1,0.340343481333433,15,1,1.36137392533373,1
"2332",2332,"2015-04-22 10:17:38",10,1,3,1.46072109852461,0.00644329896907216,0.00708762886597938,1552,1,10,1,0.486907032841536,10,1,1.46072109852461,0
"2333",2333,"2007-07-29 19:01:29",17,1,17,3.57813370106149,0.0250146570256009,0.0201289818252883,5117,0,17,1,0.210478453003617,17,1,3.57813370106149,1
"2334",2334,"2006-03-23 16:39:44",8,1,1,0,0.03125,0.03125,32,0,8,1,0,8,1,0,0
"2335",2335,"2010-05-13 10:09:44",15,1,2,0.91829583405449,0.00492610837438424,0.00246305418719212,406,0,15,1,0.459147917027245,15,1,0.91829583405449,0
"2336",2336,"2012-12-20 16:53:33",8,1,1,0,0.0532407407407407,0.0277777777777778,432,0,8,1,0,8,1,0,0
"2337",2337,"2015-01-26 15:39:04",21,3,5,1.23988275506649,0.0293255131964809,0.00293255131964809,1023,0,21,3,0.247976551013299,21,3,1.23988275506649,0
"2338",2338,"2006-03-22 17:19:27",1,1,1,0,0.0185567010309278,0.022680412371134,485,1,1,1,0,1,1,0,0
"2339",2339,"2009-09-17 17:06:17",4,1,1,0,1,0,25,0,4,1,0,4,1,0,0
"2340",2340,"2011-12-02 21:34:14",19,1,4,1.76937917352774,0.051698670605613,0.0184638109305761,4062,0,19,1,0.442344793381935,19,1,1.76937917352774,0
"2341",2341,"2008-07-30 18:04:11",8,1,1,0,0.015625,0.0208333333333333,192,0,8,1,0,8,1,0,0
"2342",2342,"2007-07-23 18:02:41",17,1,7,2.36936647557395,0.0328334008917714,0.0247263883259019,4934,0,17,1,0.338480925081993,17,1,2.36936647557395,1
"2343",2343,"2011-10-10 15:31:09",8,1,1,0,0.993288590604027,0,149,0,8,1,0,8,1,0,0
"2344",2344,"2012-03-02 09:03:23",14,1,2,0.413816850303634,0.382142857142857,0.00357142857142857,280,0,14,1,0.206908425151817,14,1,0.413816850303634,1
"2345",2345,"2013-05-03 15:21:25",27,3,4,0.889231341653455,0.0259716338183828,0.0167618345920059,5429,0,27,3,0.222307835413364,27,3,0.889231341653455,1
"2346",2346,"2013-12-04 10:00:41",4,1,1,0,0.5,0,2,0,4,1,0,4,1,0,0
"2347",2347,"2006-10-13 11:17:41",19,1,22,3.58811209250121,0.0353737736631201,0.016443277601216,7237,0,19,1,0.1630960042046,19,1,3.58811209250121,1
"2348",2348,"2006-06-02 08:11:40",9,1,5,1.20337188690412,0.363128491620112,0.0223463687150838,537,0,9,1,0.240674377380823,9,1,1.20337188690412,0
"2349",2349,"2008-10-16 09:57:37",8,1,1,0,0.011070110701107,0.014760147601476,271,1,8,1,0,8,1,0,0
"2350",2350,"2011-05-10 19:29:56",16,1,2,0.91829583405449,0.00552486187845304,0.00276243093922652,724,1,16,1,0.459147917027245,16,1,0.91829583405449,0
"2351",2351,"2019-07-26 11:23:02",30,4,10,2.58580702616624,0.00534997770842621,0.00334373606776638,4486,0,30,4,0.258580702616624,30,4,2.58580702616624,0
"2352",2352,"2008-01-31 06:34:12",12,1,8,2.67075963747771,0.0526081141328578,0.00445831475702185,2243,0,12,1,0.333844954684713,12,1,2.67075963747771,1
"2353",2353,"2018-10-12 08:35:37",17,2,2,0.191433254814193,0.256166982922201,0.00189753320683112,527,1,17,2,0.0957166274070967,17,2,0.191433254814193,0
"2354",2354,"2012-07-18 14:34:18",1,1,1,0,0.184049079754601,0.0184049079754601,163,0,1,1,0,1,1,0,0
"2355",2355,"2012-06-06 10:29:35",11,1,2,1,0.00147275405007364,0.00147275405007364,1358,0,11,1,0.5,11,1,1,0
"2356",2356,"2014-04-03 10:03:04",1,1,1,0,0.00185185185185185,0.00185185185185185,540,0,1,1,0,1,1,0,0
"2357",2357,"2013-10-10 16:26:53",3,1,1,0,0.290123456790123,0.0432098765432099,162,0,3,1,0,3,1,0,0
"2358",2358,"2014-08-18 17:37:35",18,1,4,1.1933451360379,0.561946902654867,0.0265486725663717,226,0,18,1,0.298336284009475,18,1,1.1933451360379,1
"2359",2359,"2014-01-06 17:38:41",9,1,1,0,0.00157977883096367,0,1266,0,9,1,0,9,1,0,1
"2360",2360,"2010-05-13 15:38:03",14,1,4,1.17692210449053,0.0984848484848485,0.353535353535354,396,0,14,1,0.294230526122631,14,1,1.17692210449053,0
"2361",2361,"2014-09-08 17:48:22",16,1,2,0.706274089187601,0.00673854447439353,0.00494159928122192,2226,0,16,1,0.3531370445938,16,1,0.706274089187601,0
"2362",2362,"2006-03-07 18:59:41",14,1,2,0.468995593589281,0.215116279069767,0.00290697674418605,688,1,14,1,0.234497796794641,14,1,0.468995593589281,0
"2363",2363,"2009-03-13 15:18:27",16,1,2,0.569527391040116,0.275779376498801,0.00959232613908873,417,1,16,1,0.284763695520058,16,1,0.569527391040116,0
"2364",2364,"2009-01-29 20:51:09",21,1,129,6.65312247558783,0.492839466104102,0.00219075824577062,24649,0,21,1,0.0515745928340142,21,1,6.65312247558783,1
"2365",2365,"2008-03-05 09:35:31",16,1,14,3.03612124639399,0.0138413939097867,0.00439667806546165,6141,0,16,1,0.216865803313856,16,1,3.03612124639399,1
"2366",2366,"2012-10-30 13:31:04",10,1,2,0.710676853856123,0.0454206999255398,0.0349962769918094,1343,0,10,1,0.355338426928062,10,1,0.710676853856123,0
"2367",2367,"2012-01-27 12:59:47",8,1,1,0,0.0235294117647059,0.0235294117647059,85,1,8,1,0,8,1,0,0
"2368",2368,"2006-04-05 12:58:48",1,1,1,0,0.00814663951120163,0,491,0,1,1,0,1,1,0,0
"2369",2369,"2006-11-17 10:29:23",9,1,1,0,0.0186608122941822,0.00768386388583974,911,1,9,1,0,9,1,0,1
"2370",2370,"2008-12-28 23:13:32",11,1,2,0.158521571985913,0.0570613409415121,0.0509985734664765,2804,0,11,1,0.0792607859929567,11,1,0.158521571985913,0
"2371",2371,"2011-10-11 19:39:45",16,1,3,0.421712705243174,0.007456266131345,0.00516203039862346,3487,1,16,1,0.140570901747725,16,1,0.421712705243174,0
"2372",2372,"2015-03-10 11:24:16",24,3,4,0.97942818144139,0.117194183062447,0.0076988879384089,1169,0,24,3,0.244857045360347,24,3,0.97942818144139,0
"2373",2373,"2012-09-17 11:24:32",46,1,47,4.97355580790127,0.0119084926355374,0.0178627389533062,6382,0,46,1,0.105820336338325,46,1,4.97355580790127,0
"2374",2374,"2010-10-26 11:01:57",9,1,1,0,0.00892857142857143,0.00892857142857143,112,0,9,1,0,9,1,0,0
"2375",2375,"2014-07-14 16:58:47",18,2,2,1,0.00573300573300573,0.00245700245700246,1221,0,18,2,0.5,18,2,1,0
"2376",2376,"2013-12-05 09:23:26",9,1,2,0.439496986921513,0.00455166135639508,0.000455166135639508,2197,0,9,1,0.219748493460757,9,1,0.439496986921513,0
"2377",2377,"2016-05-25 12:51:56",9,1,1,0,0.0029840848806366,0.0026525198938992,3016,0,9,1,0,9,1,0,0
"2378",2378,"2015-11-25 13:18:59",8,1,2,0.970950594454669,0.0099009900990099,0.0148514851485149,202,0,8,1,0.485475297227334,8,1,0.970950594454669,0
"2379",2379,"2007-07-27 18:49:47",16,1,3,1.24194603220605,0.0185950413223141,0.012396694214876,968,0,16,1,0.413982010735349,16,1,1.24194603220605,1
"2380",2380,"2011-12-01 11:54:47",9,1,1,0,0,0.000991080277502478,1009,1,9,1,0,9,1,0,0
"2381",2381,"2016-11-08 14:05:24",20,1,2,0.915119029299933,0.0621600621600622,0.0202020202020202,1287,0,20,1,0.457559514649966,20,1,0.915119029299933,0
"2382",2382,"2007-02-06 18:06:25",8,1,1,0,0.065359477124183,0,306,1,8,1,0,8,1,0,0
"2383",2383,"2010-01-08 13:41:08",9,1,1,0,0,0,0,0,9,1,0,9,1,0,0
"2384",2384,"2007-07-24 18:27:49",9,1,1,0,0.0918518518518519,0.0903703703703704,675,0,9,1,0,9,1,0,1
"2385",2385,"2006-05-10 12:38:06",8,1,1,0,0.0973451327433628,0.0752212389380531,226,0,8,1,0,8,1,0,0
"2386",2386,"2014-06-02 13:22:25",10,1,1,0,0.0451127819548872,0,133,0,10,1,0,10,1,0,0
"2387",2387,"2015-07-06 16:18:36",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"2388",2388,"2007-04-18 19:04:02",8,1,1,0,0.087719298245614,0,57,0,8,1,0,8,1,0,0
"2389",2389,"2006-08-01 10:59:22",2,2,2,0.98937558319223,0.155202821869489,0.0776014109347443,567,0,2,2,0.494687791596115,2,2,0.98937558319223,0
"2390",2390,"2016-01-04 15:03:26",16,2,2,1,0.0136363636363636,0.0136363636363636,440,0,16,2,0.5,16,2,1,0
