useless,nf,entropy,la,ld,lt,fix,pd,npt,exp,bug
8634,1,0.0,0.000258866166192,0.000258866166192,3863,0,1,0.0,4,0
8636,1,0.0,0.0001948178453146,0.0001948178453146,5133,0,1,0.0,1,0
8638,1,0.0,0.0043763676148796,0.0021881838074398,914,0,1,0.0,10,0
8639,4,2.0,0.009367681498829,0.0,427,0,1,0.5,21,0
8640,1,0.0,0.0050062578222778,0.0050062578222778,799,0,1,0.0,6,0
8642,2,0.696212260125146,0.0638297872340425,0.0042553191489361,235,0,1,0.348106130062573,14,0
8645,2,0.970950594454669,0.0014561339643247,0.0003640334910811,2747,0,1,0.485475297227334,10,0
8646,1,0.0,0.016,0.016,125,0,1,0.0,10,0
8648,2,0.91829583405449,0.0132013201320132,0.0066006600660066,606,0,1,0.459147917027245,12,0
8649,1,0.0,0.0598802395209581,0.0479041916167665,167,0,1,0.0,10,0
8651,2,0.811278124459133,0.0987654320987654,0.0,243,0,1,0.405639062229566,15,0
8653,2,0.463777349887752,0.110687022900763,0.0057251908396946,524,0,1,0.231888674943876,19,0
8654,2,0.954434002924965,0.0814940577249576,0.0,589,0,1,0.477217001462482,10,0
8655,3,1.37878349348618,0.0039177277179236,0.0029382957884427,1021,0,1,0.459594497828725,25,1
8656,1,0.0,0.0256410256410256,0.0256410256410256,117,0,1,0.0,5,0
8657,2,1.0,0.0045454545454545,0.0136363636363636,220,0,1,0.5,10,0
8658,1,0.0,0.114583333333333,0.0,96,0,1,0.0,8,0
8659,1,0.0,0.0002952465308532,0.0002952465308532,3387,0,1,0.0,1,0
8660,2,0.890491640219491,0.0126502213788741,0.0037950664136622,1581,0,1,0.445245820109746,2,1
8663,1,0.0,0.171875,0.0,128,0,1,0.0,10,0
8665,1,0.0,0.003613369467028,0.000903342366757,1107,0,1,0.0,1,0
8666,1,0.0,0.0085470085470085,0.0085470085470085,117,0,1,0.0,2,0
8667,2,0.534943699097107,0.0696095076400679,0.0,589,0,1,0.267471849548553,15,0
8670,1,0.0,0.0001963864886095,0.0001963864886095,5092,0,1,0.0,1,0
8671,4,1.69024017226661,0.0376175548589342,0.0078369905956112,638,1,1,0.422560043066653,20,0
8672,1,0.0,0.0423387096774194,0.030241935483871,496,0,1,0.0,10,0
8673,3,1.41143740877445,0.035472972972973,0.0202702702702703,592,0,1,0.470479136258151,18,0
8674,1,0.0,0.133333333333333,0.0133333333333333,75,0,1,0.0,11,0
8676,1,0.0,0.0857142857142857,0.0030612244897959,980,0,1,0.0,2,0
8682,5,2.12920042211954,0.0666666666666667,0.0053333333333333,1875,0,1,0.425840084423907,26,0
8686,3,1.1981924110431,0.0503597122302158,0.0071942446043165,278,0,1,0.399397470347699,15,0
8688,1,0.0,0.0027624309392265,0.0027624309392265,362,0,1,0.0,10,0
8690,3,1.43552050428267,0.0269461077844311,0.0269461077844311,334,0,1,0.478506834760889,10,0
8693,1,0.0,0.0185185185185185,0.0185185185185185,54,0,1,0.0,8,0
8695,3,1.37095059445467,0.0250696378830084,0.0027855153203342,359,0,1,0.45698353148489,12,0
8699,1,0.0,0.0118110236220472,0.0118110236220472,254,0,1,0.0,10,0
8700,3,1.58496250072116,0.0,0.0132743362831858,226,0,1,0.528320833573719,12,0
8705,1,0.0,0.0201465201465201,0.0,546,0,1,0.0,9,0
8706,1,0.0,0.0005420054200542,0.0005420054200542,1845,1,1,0.0,1,0
8707,5,1.80569850926623,0.166431593794076,0.002820874471086,709,0,1,0.361139701853247,19,0
8709,1,0.0,0.0601092896174863,0.0109289617486339,183,0,1,0.0,8,0
8712,1,0.0,0.0224215246636771,0.0,223,0,1,0.0,10,0
8713,1,0.0,0.0005773672055427,0.0005773672055427,1732,0,1,0.0,1,0
8717,4,1.51933083223654,0.0528846153846154,0.0072115384615384,416,0,1,0.379832708059134,19,0
8718,1,0.0,0.055045871559633,0.0,109,0,1,0.0,10,0
8719,7,2.54268318925549,0.015748031496063,0.0061242344706911,1143,0,1,0.363240455607928,20,0
8724,1,0.0,0.0003913894324853,0.0003913894324853,2555,0,1,0.0,1,0
8728,1,0.0,0.0098039215686274,0.0196078431372549,102,0,1,0.0,3,0
8729,3,1.58496250072116,0.0136986301369863,0.0136986301369863,219,0,1,0.528320833573719,10,0
8730,2,0.99498482818597,0.0250544662309368,0.0010893246187363,918,0,1,0.497492414092985,15,0
8731,1,0.0,0.0371621621621622,0.0304054054054054,296,0,1,0.0,3,0
8732,2,0.863120568566631,0.072289156626506,0.0120481927710843,83,0,1,0.431560284283315,16,0
8733,1,0.0,0.0001917545541706,0.0001917545541706,5215,0,1,0.0,1,0
8735,1,0.0,0.0153256704980843,0.0,261,0,1,0.0,8,0
8736,6,2.10399863729574,0.0302491103202847,0.0186832740213523,1124,0,1,0.35066643954929,18,0
8738,1,0.0,0.0009017132551848,0.0027051397655545,1109,0,1,0.0,1,0
8739,2,0.970950594454669,0.0390070921985816,0.0141843971631206,282,0,1,0.485475297227334,11,0
8741,1,0.0,0.0002992220227408,0.0002992220227408,3342,0,1,0.0,1,0
8743,1,0.0,0.0003044140030441,0.0003044140030441,3285,0,1,0.0,1,0
8744,5,1.29293831801902,0.158004158004158,0.002079002079002,481,0,1,0.258587663603803,12,0
8745,1,0.0,0.0263157894736842,0.0263157894736842,38,0,1,0.0,5,0
8746,1,0.0,0.0094339622641509,0.0283018867924528,106,0,1,0.0,2,0
8752,1,0.0,0.0965909090909091,0.0,176,1,1,0.0,10,0
8753,3,1.52192809488736,0.0021023125437981,0.0014015416958654,1427,0,1,0.507309364962454,6,0
8764,2,1.0,0.0097087378640776,0.0,412,0,1,0.5,13,0
8765,1,0.0,0.0418250950570342,0.0190114068441065,263,1,1,0.0,10,0
8767,1,0.0,0.222222222222222,0.0444444444444444,90,0,1,0.0,9,0
8768,3,0.54895443442504,0.0619834710743802,0.0247933884297521,242,0,1,0.182984811475013,10,0
8769,1,0.0,0.0422535211267606,0.0422535211267606,71,0,1,0.0,10,0
8771,1,0.0,0.0041322314049586,0.0082644628099173,242,1,1,0.0,11,0
8773,1,0.0,0.0002027163997567,0.0002027163997567,4933,0,1,0.0,1,0
8774,2,1.0,0.0092165898617511,0.0092165898617511,217,0,1,0.5,19,0
8775,4,1.99679163198164,0.0183823529411765,0.0183823529411765,816,0,1,0.499197907995409,29,0
8778,1,0.0,0.0034246575342465,0.0034246575342465,292,0,1,0.0,3,0
8781,1,0.0,0.0462962962962963,0.0185185185185185,108,0,1,0.0,10,0
8782,1,0.0,0.0033898305084745,0.0033898305084745,295,0,1,0.0,5,0
8783,1,0.0,0.0005512679162072,0.0005512679162072,3628,0,1,0.0,1,0
8785,1,0.0,0.0191204588910134,0.0019120458891013,1046,0,1,0.0,10,0
8787,1,0.0,0.0161290322580645,0.0161290322580645,62,0,1,0.0,10,0
8788,1,0.0,0.0004074149521287,0.0004074149521287,4909,0,1,0.0,1,0
8790,2,0.965201698750066,0.0756853396901073,0.000595947556615,1678,0,1,0.482600849375033,11,0
8791,1,0.0,0.0769230769230769,0.010989010989011,91,0,1,0.0,8,0
8792,3,1.2799376545732,0.114942528735632,0.0172413793103448,174,0,1,0.426645884857732,10,0
8795,1,0.0,0.0066666666666666,0.0033333333333333,300,0,1,0.0,9,0
8797,1,0.0,0.0652173913043478,0.0144927536231884,138,0,1,0.0,11,0
8803,3,0.423121319442431,0.0839483394833948,0.003690036900369,1084,1,1,0.141040439814144,17,0
8804,1,0.0,0.0508474576271186,0.0338983050847458,59,0,1,0.0,2,0
8807,4,1.71264938687953,0.0708812260536398,0.0095785440613026,522,0,1,0.428162346719882,17,0
8808,1,0.0,0.009090909090909,0.009090909090909,110,0,1,0.0,10,0
8809,2,0.972758538777696,0.0,0.0,0,0,1,0.486379269388848,13,0
8810,3,1.41835334793458,0.0528338136407301,0.0124879923150817,1041,1,1,0.472784449311526,22,0
8812,1,0.0,0.0,0.0071942446043165,139,0,1,0.0,10,0
8816,1,0.0,0.0140845070422535,0.0070422535211267,284,0,1,0.0,10,0
8822,4,1.65774272650489,0.0263157894736842,0.0263157894736842,342,0,1,0.414435681626222,17,0
8823,5,2.15563906222957,0.008714596949891,0.008714596949891,918,0,1,0.431127812445913,17,1
8827,1,0.0,0.0042918454935622,0.0042918454935622,233,0,1,0.0,5,0
8828,1,0.0,0.09375,0.046875,64,0,1,0.0,10,0
8829,1,0.0,0.0,0.0,0,0,1,0.0,2,0
8830,1,0.0,0.0158730158730159,0.0,63,0,1,0.0,10,0
8833,4,1.89550562061154,0.0300884955752212,0.0088495575221238,565,1,1,0.473876405152885,12,0
8834,1,0.0,0.010230179028133,0.0,391,0,1,0.0,10,0
8836,1,0.0,0.0083333333333333,0.0,120,0,1,0.0,2,0
8838,2,1.0,0.0317460317460317,0.0317460317460317,252,1,1,0.5,17,0
8839,2,0.226410948421076,0.109459459459459,0.0013513513513513,740,0,1,0.113205474210538,14,0
8840,6,2.25137370987549,0.0375375375375375,0.036036036036036,666,0,1,0.375228951645915,18,0
8841,1,0.0,0.0005376344086021,0.0005376344086021,3720,0,1,0.0,1,0
8844,3,1.37341778285833,0.118686868686869,0.0202020202020202,1188,0,1,0.457805927619442,14,1
8845,6,2.00685332770739,0.153089887640449,0.011938202247191,1424,1,1,0.334475554617898,15,0
8846,2,0.954434002924965,0.00697350069735,0.00418410041841,717,0,1,0.477217001462482,9,0
8847,1,0.0,0.0011248593925759,0.0011248593925759,889,0,1,0.0,10,0
8849,1,0.0,0.0,0.0017006802721088,588,0,1,0.0,8,0
8850,1,0.0,0.0487804878048781,0.0060975609756097,328,0,1,0.0,5,0
8852,1,0.0,0.0461538461538462,0.0,65,0,1,0.0,8,0
8857,3,1.52192809488736,0.0213675213675214,0.0213675213675214,234,0,1,0.507309364962454,26,0
8858,1,0.0,0.0062893081761006,0.0062893081761006,159,0,1,0.0,11,0
8861,1,0.0,0.0178571428571429,0.0178571428571429,56,1,1,0.0,9,0
8862,1,0.0,0.0012468827930174,0.0006234413965087,1604,0,1,0.0,1,0
8863,4,1.93834677721505,0.0132475397426192,0.0075700227100681,2642,0,1,0.484586694303763,17,0
8865,5,2.16210034478358,0.0908004778972521,0.010752688172043,837,0,1,0.432420068956715,20,0
8868,1,0.0,0.0003637686431429,0.0003637686431429,2749,0,1,0.0,1,0
8869,3,1.45231349004489,0.0248447204968944,0.0035492457852706,1127,0,1,0.48410449668163,11,0
8870,1,0.0,0.0099009900990099,0.0099009900990099,101,0,1,0.0,8,0
8875,1,0.0,0.0027777777777777,0.0027777777777777,360,0,1,0.0,1,0
8876,1,0.0,0.036697247706422,0.0220183486238532,545,0,1,0.0,10,0
8878,6,2.22219157550668,0.0180995475113122,0.006787330316742,884,0,1,0.370365262584446,11,1
8880,3,1.57262366389516,0.0016602102933038,0.0044272274488101,1807,0,1,0.524207887965055,10,1
8881,4,1.56405070544802,0.0662952646239554,0.0066852367688022,1795,0,1,0.391012676362005,16,0
8883,4,1.57777112816978,0.137931034482759,0.0011494252873563,870,0,1,0.394442782042446,16,0
8884,1,0.0,0.0408163265306122,0.0,49,0,1,0.0,9,0
8886,3,1.29460450250184,0.197324414715719,0.0,299,0,1,0.43153483416728,17,1
8887,5,2.28574575400971,0.0019120458891013,0.0305927342256214,523,0,1,0.457149150801942,10,0
8888,7,2.35968173584347,0.0849840255591054,0.0089456869009584,3130,0,1,0.337097390834782,16,1
8889,1,0.0,0.0230769230769231,0.0461538461538462,130,0,1,0.0,4,0
8892,1,0.0,0.0003019323671497,0.0003019323671497,3312,0,1,0.0,1,0
8893,2,0.992774453987808,0.0565770862800566,0.0,707,0,1,0.496387226993904,14,0
8894,1,0.0,0.0005474952094169,0.0005474952094169,3653,0,1,0.0,1,0
8896,1,0.0,0.0434782608695652,0.0,69,0,1,0.0,11,0
8897,1,0.0,0.0566037735849057,0.0,106,1,1,0.0,10,0
8898,1,0.0,0.0392156862745098,0.0,255,0,1,0.0,8,0
8904,2,0.982474086838641,0.115384615384615,0.041958041958042,286,0,1,0.49123704341932,10,0
8905,1,0.0,0.0003734129947722,0.0003734129947722,2678,0,1,0.0,1,0
8906,1,0.0,0.0028490028490028,0.0028490028490028,351,0,1,0.0,10,0
8908,1,0.0,0.164948453608247,0.0309278350515464,97,1,1,0.0,10,0
8912,4,1.84850168385625,0.0165509877202349,0.0101441537640149,1873,0,1,0.462125420964063,13,0
8913,4,1.74213386930518,0.0488671701466015,0.0,2251,0,1,0.435533467326296,19,0
8916,3,1.58129089923069,0.0944625407166124,0.0358306188925081,307,1,1,0.527096966410231,10,0
8917,1,0.0,0.0845070422535211,0.0140845070422535,71,0,1,0.0,10,0
8919,1,0.0,0.013262599469496,0.013262599469496,377,1,1,0.0,7,0
8922,2,0.909022156087815,0.0623853211009174,0.0055045871559633,545,0,1,0.454511078043907,14,0
8923,1,0.0,0.0208333333333333,0.0208333333333333,48,0,1,0.0,10,0
8924,1,0.0,0.0384615384615385,0.0384615384615385,52,0,1,0.0,10,0
8925,1,0.0,0.0212765957446809,0.0212765957446809,47,0,1,0.0,10,0
8926,1,0.0,0.0002993115833582,0.0002993115833582,3341,0,1,0.0,1,0
8934,1,0.0,0.0,0.0114942528735632,87,0,1,0.0,2,0
8935,1,0.0,0.0005473453749315,0.0005473453749315,1827,0,1,0.0,1,0
8936,1,0.0,0.0002021018593371,0.0002021018593371,4948,0,1,0.0,1,0
8938,1,0.0,0.0099009900990099,0.0099009900990099,101,1,1,0.0,10,0
8939,7,2.62084328302237,0.0211640211640212,0.0037037037037037,1890,0,1,0.37440618328891,11,0
8940,1,0.0,0.0002710761724044,0.0002710761724044,3689,0,1,0.0,1,0
8943,1,0.0,0.0043859649122807,0.0043859649122807,228,0,1,0.0,3,0
8944,2,1.0,0.0245700245700246,0.0,407,0,1,0.5,14,0
8945,1,0.0,0.139130434782609,0.0,230,0,1,0.0,11,0
8947,7,1.86673135081639,0.121654501216545,0.0054744525547445,1644,1,1,0.266675907259484,20,0
8949,4,1.53068146538978,0.0403489640130862,0.0027262813522355,1834,0,1,0.382670366347446,17,0
8951,1,0.0,0.0032258064516129,0.0032258064516129,310,0,1,0.0,6,0
8952,3,1.57095059445467,0.0080128205128205,0.0080128205128205,624,0,1,0.523650198151556,18,0
8954,3,0.702046383110813,0.119868637110016,0.0147783251231527,609,0,1,0.234015461036938,13,0
8959,3,0.965527262266083,0.0167224080267559,0.0005574136008918,1794,0,1,0.321842420755361,26,0
8960,4,1.7393538721672,0.020997375328084,0.031496062992126,381,0,1,0.4348384680418,19,0
8964,5,1.75927680812844,0.0168761220825853,0.0377019748653501,2785,1,1,0.351855361625688,22,0
8966,1,0.0,0.0078740157480315,0.015748031496063,127,0,1,0.0,11,0
8967,2,0.742487569542124,0.0224489795918367,0.0163265306122449,490,0,1,0.371243784771062,19,0
8972,4,1.24972305808828,0.199561403508772,0.0010964912280701,912,0,1,0.312430764522071,16,0
8977,1,0.0,0.0137931034482759,0.0068965517241379,145,0,1,0.0,13,0
8979,5,1.84294929342925,0.0557065217391304,0.0203804347826087,736,1,1,0.368589858685851,11,0
8980,3,1.56127812445913,0.0347490347490347,0.027027027027027,259,0,1,0.520426041486378,8,0
8985,2,1.0,0.202970297029703,0.0148514851485149,202,0,1,0.5,9,0
8988,1,0.0,0.0432098765432099,0.0432098765432099,162,0,1,0.0,9,0
8992,4,1.60947017694752,0.0120948234155781,0.0048379293662312,2067,0,1,0.402367544236879,17,0
8994,1,0.0,0.170212765957447,0.0,47,1,1,0.0,8,0
8998,2,0.970950594454669,0.0526315789473684,0.0,285,1,1,0.485475297227334,10,0
8999,1,0.0,0.015,0.005,200,0,1,0.0,10,0
9001,6,2.22536635102194,0.0731357552581262,0.0119502868068834,2092,0,1,0.370894391836991,20,0
9002,2,1.0,0.003831417624521,0.003831417624521,522,0,1,0.5,10,0
9003,3,0.795760545007406,0.0713450292397661,0.0011695906432748,855,0,1,0.265253515002469,16,0
9011,4,1.98082593622908,0.0097087378640776,0.0169902912621359,412,0,1,0.49520648405727,13,0
9015,1,0.0,0.0023310023310023,0.0023310023310023,429,1,1,0.0,10,0
9016,1,0.0,0.132231404958678,0.0,121,0,1,0.0,9,0
9017,3,1.09242552584425,0.21021021021021,0.0045045045045045,666,0,1,0.364141841948085,15,0
9018,1,0.0,0.0001968891514077,0.0001968891514077,5079,0,1,0.0,1,0
9020,2,0.91829583405449,0.0,0.0337078651685393,89,0,1,0.459147917027245,16,0
9025,2,0.91829583405449,0.039344262295082,0.039344262295082,305,0,1,0.459147917027245,19,0
9028,1,0.0,0.003875968992248,0.0,258,0,1,0.0,1,0
9029,1,0.0,0.11214953271028,0.0,107,1,1,0.0,13,0
9032,1,0.0,0.0002738975623116,0.0002738975623116,3651,0,1,0.0,1,0
9033,1,0.0,0.0442477876106195,0.0088495575221238,113,0,1,0.0,10,0
9035,1,0.0,0.0825688073394495,0.0,327,0,1,0.0,5,0
9036,2,0.994030211476956,0.0070093457943925,0.0058411214953271,856,0,1,0.497015105738478,11,0
9037,7,2.30792748355843,0.154538021259199,0.0400654129190515,1223,0,1,0.329703926222633,18,1
9038,1,0.0,0.0,0.0007668711656441,1304,0,1,0.0,9,0
9039,1,0.0,0.0150375939849624,0.0075187969924812,133,0,1,0.0,10,0
9041,7,2.45252525967163,0.230641132389675,0.0074937552039966,1201,0,1,0.350360751381662,23,0
9042,1,0.0,0.123287671232877,0.0,146,0,1,0.0,2,0
9043,2,0.91829583405449,0.0114566284779051,0.0032733224222585,611,0,1,0.459147917027245,3,0
9045,1,0.0,0.0066666666666666,0.0066666666666666,150,1,1,0.0,11,0
9046,2,0.76420450650862,0.0357142857142857,0.0178571428571429,168,0,1,0.38210225325431,9,0
9047,1,0.0,0.000359066427289,0.000359066427289,2785,0,1,0.0,1,0
9048,2,0.376019850969273,0.0503663003663004,0.0,1092,0,1,0.188009925484636,4,0
9051,1,0.0,0.0384615384615385,0.0384615384615385,26,0,1,0.0,8,0
9053,1,0.0,0.0042979942693409,0.0,698,0,1,0.0,6,0
9056,1,0.0,0.0068965517241379,0.0068965517241379,145,0,1,0.0,2,0
9057,2,1.0,0.0132450331125828,0.0132450331125828,151,0,1,0.5,12,0
9061,1,0.0,0.0272373540856031,0.0038910505836575,257,0,1,0.0,11,0
9063,1,0.0,0.0026761819803746,0.0008920606601248,1121,0,1,0.0,10,0
9064,7,2.8073549220576,0.0,0.0111111111111111,630,0,1,0.401050703151086,41,0
9065,2,0.991076059838222,0.0,0.038961038961039,231,0,1,0.495538029919111,3,0
9066,4,1.31567921022158,0.210596026490066,0.0013245033112582,755,0,1,0.328919802555396,17,0
9068,1,0.0,0.0075471698113207,0.0,530,1,1,0.0,2,0
9073,2,0.619382194678764,0.006578947368421,0.0219298245614035,456,0,1,0.309691097339382,17,0
9074,1,0.0,0.0068027210884353,0.0011337868480725,882,0,1,0.0,10,0
9075,1,0.0,0.0058823529411764,0.0,170,0,1,0.0,2,0
9076,1,0.0,0.0147058823529412,0.0073529411764705,136,0,1,0.0,10,0
9077,2,0.216396932451265,0.0193204530313125,0.0193204530313125,3002,0,1,0.108198466225632,10,0
9078,1,0.0,0.0011299435028248,0.0011299435028248,885,0,1,0.0,2,0
9079,1,0.0,0.0416666666666667,0.0416666666666667,48,0,1,0.0,2,0
9080,4,1.92192809488736,0.0263157894736842,0.0,190,0,1,0.480482023721841,21,0
9085,1,0.0,0.0153846153846154,0.0153846153846154,65,0,1,0.0,10,0
9087,3,1.58496250072116,0.0,0.0118577075098814,253,0,1,0.528320833573719,11,0
9088,1,0.0,0.0091575091575091,0.0,546,0,1,0.0,5,0
9090,1,0.0,0.0643513789581205,0.0061287027579162,979,1,1,0.0,13,0
9095,2,0.954434002924965,0.092485549132948,0.0,173,0,1,0.477217001462482,12,0
9096,3,1.2987949406954,0.0,0.0352422907488987,227,0,1,0.432931646898466,10,0
9098,1,0.0,0.0151515151515152,0.0303030303030303,66,0,1,0.0,10,0
9100,1,0.0,0.0028694404591104,0.0028694404591104,697,0,1,0.0,6,0
9102,8,2.63249270982337,0.226179018286814,0.0317613089509143,1039,1,1,0.329061588727921,19,0
9105,1,0.0,0.015625,0.0052083333333333,192,0,1,0.0,10,0
9108,2,0.242292189082415,0.149659863945578,0.0204081632653061,147,0,1,0.121146094541207,14,0
9109,3,1.42762335090035,0.197628458498024,0.0079051383399209,253,0,1,0.475874450300117,17,0
9111,1,0.0,0.211711711711712,0.0,222,0,1,0.0,2,0
9114,1,0.0,0.222222222222222,0.0033670033670033,297,0,1,0.0,9,1
9115,1,0.0,0.0005376344086021,0.0005376344086021,3720,0,1,0.0,1,0
9118,2,0.721928094887362,0.0288461538461538,0.0192307692307692,104,0,1,0.360964047443681,6,0
9119,1,0.0,0.0140845070422535,0.0140845070422535,142,0,1,0.0,9,0
9121,8,2.89542387028032,0.0023068050749711,0.0074971164936562,1734,0,1,0.361927983785039,18,0
9122,3,1.40563906222957,0.025974025974026,0.0294372294372294,1155,0,1,0.468546354076522,19,0
9125,1,0.0,0.0208333333333333,0.03125,96,0,1,0.0,14,0
9128,1,0.0,0.0002952465308532,0.0002952465308532,3387,0,1,0.0,1,0
9131,2,0.283768970372188,0.117391304347826,0.0,690,0,1,0.141884485186094,16,0
9132,1,0.0,0.0037037037037037,0.0,540,0,1,0.0,11,0
9133,1,0.0,0.0,0.010989010989011,364,0,1,0.0,10,0
9134,1,0.0,0.0002930832356389,0.0002930832356389,3412,0,1,0.0,8,0
9135,1,0.0,0.0,0.0092592592592592,108,0,1,0.0,10,0
9139,5,1.41059965342832,0.038974358974359,0.001025641025641,1950,0,1,0.282119930685664,30,0
9142,8,2.46406824804156,0.0152224824355972,0.0304449648711944,854,1,1,0.308008531005194,14,0
9143,2,0.811278124459133,0.0,0.0,0,0,1,0.405639062229566,3,0
9145,1,0.0,0.0005986231667165,0.0005986231667165,3341,0,1,0.0,1,0
9147,3,1.58496250072116,0.0,0.0087463556851312,343,0,1,0.528320833573719,16,0
9152,1,0.0,0.005008347245409,0.001669449081803,599,0,1,0.0,10,0
9154,2,1.0,0.0163934426229508,0.0163934426229508,122,0,1,0.5,10,0
9158,4,1.39769314426042,0.0103412616339193,0.0124095139607032,967,0,1,0.349423286065106,10,0
9159,1,0.0,0.0002942907592701,0.0002942907592701,3398,0,1,0.0,1,0
9161,1,0.0,0.0,0.0,0,0,1,0.0,10,0
9162,2,0.928362072394868,0.046242774566474,0.046242774566474,346,1,1,0.464181036197434,10,0
9164,1,0.0,0.0091743119266055,0.0,218,1,1,0.0,2,0
9165,1,0.0,0.0,0.0,0,0,1,0.0,11,0
9168,8,2.77463745900064,0.0202492211838006,0.0046728971962616,5136,0,1,0.34682968237508,18,0
9170,3,1.45914791702724,0.0198863636363636,0.0142045454545455,352,0,1,0.486382639009082,19,0
9174,1,0.0,0.114754098360656,0.0,122,0,1,0.0,10,0
9176,1,0.0,0.0434782608695652,0.0039525691699604,253,0,1,0.0,8,0
9177,1,0.0,0.0689655172413793,0.0,29,0,1,0.0,5,0
9178,1,0.0,0.000197745699031,0.000197745699031,5057,0,1,0.0,1,0
9180,2,0.993233819739707,0.138461538461538,0.0205128205128205,195,0,1,0.496616909869853,15,0
9181,2,0.0611915233123412,0.24263431542461,0.0,577,0,1,0.0305957616561706,3,1
9182,1,0.0,0.0166666666666667,0.0166666666666667,180,0,1,0.0,11,0
9185,6,2.17288002711887,0.19029374201788,0.0051085568326947,783,0,1,0.362146671186479,25,0
9186,1,0.0,0.0210526315789474,0.0,95,0,1,0.0,2,0
9187,5,1.19116218179573,0.0652985074626866,0.0149253731343284,1072,0,1,0.238232436359145,17,0
9190,2,0.91829583405449,0.0058708414872798,0.0,511,0,1,0.459147917027245,10,0
9191,2,0.76420450650862,0.0028694404591104,0.0100430416068867,697,0,1,0.38210225325431,17,0
9192,1,0.0,0.0458715596330275,0.0458715596330275,109,1,1,0.0,10,0
9193,1,0.0,0.0075614366729678,0.0037807183364839,529,1,1,0.0,5,0
9194,3,1.28881997952237,0.214780600461894,0.0415704387990762,866,0,1,0.429606659840789,17,1
9197,4,1.34468060195631,0.232349165596919,0.0115532734274711,779,0,1,0.336170150489078,19,1
9200,2,0.994030211476956,0.0027397260273972,0.0032876712328767,1825,1,1,0.497015105738478,11,0
9201,2,0.964078764808229,0.0597014925373134,0.0298507462686567,201,0,1,0.482039382404114,17,0
9202,1,0.0,0.104166666666667,0.0416666666666667,48,0,1,0.0,11,0
9207,4,1.90457615058466,0.0239852398523985,0.029520295202952,542,0,1,0.476144037646164,10,0
9208,1,0.0,0.0022271714922049,0.0022271714922049,449,0,1,0.0,10,0
9212,1,0.0,0.0,0.0024691358024691,810,0,1,0.0,10,0
9214,7,2.25918091011702,0.0316686967113276,0.0341047503045067,821,0,1,0.322740130016717,40,0
9217,1,0.0,0.027027027027027,0.027027027027027,37,0,1,0.0,8,0
9218,1,0.0,0.0068027210884353,0.0068027210884353,147,1,1,0.0,9,0
9222,3,1.48836762123143,0.0194778284293411,0.0,2413,1,1,0.496122540410476,15,0
9224,1,0.0,0.001607286364854,0.001607286364854,3733,0,1,0.0,4,0
9226,2,0.671373338267876,0.181631254283756,0.0130226182316655,1459,0,1,0.335686669133938,9,1
9227,2,0.6098403047164,0.0352941176470588,0.0117647058823529,425,0,1,0.3049201523582,10,0
9228,1,0.0,0.000350017500875,0.000350017500875,2857,0,1,0.0,1,0
9229,1,0.0,0.0,0.0224719101123595,89,0,1,0.0,10,0
9230,1,0.0,0.022,0.038,500,1,1,0.0,9,0
9232,2,0.337290066617014,0.0153994225216554,0.0,1039,1,1,0.168645033308507,10,0
9233,1,0.0,0.0096385542168674,0.0096385542168674,415,0,1,0.0,11,0
9235,1,0.0,0.0119047619047619,0.0119047619047619,84,0,1,0.0,2,0
9236,1,0.0,0.0052356020942408,0.0104712041884817,191,0,1,0.0,9,0
9237,3,1.03514019815571,0.0374414976599064,0.0078003120124805,641,0,1,0.34504673271857,18,0
9239,1,0.0,0.0,0.0023809523809523,420,0,1,0.0,10,0
9240,1,0.0,0.0002962085308056,0.0002962085308056,3376,0,1,0.0,1,0
9241,1,0.0,0.0137931034482759,0.0,290,0,1,0.0,8,0
9247,1,0.0,0.0017574692442882,0.0017574692442882,1138,1,1,0.0,10,0
9248,2,0.997502546369115,0.0703517587939698,0.0150753768844221,199,0,1,0.498751273184558,17,0
9249,1,0.0,0.0002039151712887,0.0002039151712887,4904,0,1,0.0,1,0
9253,2,0.954434002924965,0.0033003300330033,0.0033003300330033,1212,0,1,0.477217001462482,21,0
9255,1,0.0,0.0138888888888889,0.0138888888888889,72,0,1,0.0,8,0
9256,1,0.0,0.0003806623524933,0.0003806623524933,2627,0,1,0.0,1,0
9257,1,0.0,0.0461760461760462,0.0057720057720057,693,0,1,0.0,9,0
9261,4,1.55864676873287,0.0626349892008639,0.0043196544276457,1389,1,1,0.389661692183217,35,0
9262,1,0.0,0.0003430531732418,0.0003430531732418,2915,0,1,0.0,1,0
9263,6,2.52323142879762,0.0067415730337078,0.0101123595505618,890,0,1,0.42053857146627,20,0
9265,4,2.0,0.0092807424593967,0.0,431,0,1,0.5,21,0
9267,1,0.0,0.0040485829959514,0.0040485829959514,247,0,1,0.0,9,0
9268,1,0.0,0.0133333333333333,0.0266666666666667,300,1,1,0.0,5,0
9271,3,1.44350252013165,0.139359698681733,0.0357815442561205,531,0,1,0.481167506710551,9,0
9273,1,0.0,0.0,0.0117647058823529,85,0,1,0.0,8,0
9280,6,2.58496250072116,0.013215859030837,0.013215859030837,454,0,1,0.430827083453526,21,0
9281,1,0.0,0.0003193867773874,0.0003193867773874,3131,0,1,0.0,2,0
9282,1,0.0,0.0133333333333333,0.0133333333333333,450,0,1,0.0,11,0
9283,1,0.0,0.0034246575342465,0.0034246575342465,292,0,1,0.0,11,0
